sale_date,service_station_id,site_name,product,total_litres,total_amount,avg_price,channel,year
2025-07-14,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-14,98,Roadport,PETROL,40.0,60.6,1.515,COUPON,2025
2025-07-15,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-07-15,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-15,98,Roadport,PETROL,40.0,61.2,1.53,COUPON,2025
2025-07-15,135,Cripps,PETROL,20.0,29.6,1.48,COUPON,2025
2025-07-15,145,Sunway City,PETROL,20.0,30.2,1.51,COUPON,2025
2025-07-16,121,Gweru,DIESEL,1080.0,1576.8,1.46,COUPON,2025
2025-07-16,148,Chegutu,DIESEL,40.0,58.8,1.47,COUPON,2025
2025-07-17,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-07-17,84,Avondale,PETROL,40.0,60.0,1.5,COUPON,2025
2025-07-17,98,Roadport,PETROL,20.0,30.6,1.53,COUPON,2025
2025-07-17,121,Gweru,DIESEL,60.0,87.6,1.46,COUPON,2025
2025-07-17,121,Gweru,PETROL,40.0,60.0,1.5,COUPON,2025
2025-07-18,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-18,96,Samora,PETROL,20.0,29.0,1.45,COUPON,2025
2025-07-18,121,Gweru,PETROL,40.0,60.0,1.5,COUPON,2025
2025-07-18,145,Sunway City,PETROL,20.0,30.2,1.51,COUPON,2025
2025-07-19,84,Avondale,DIESEL,20.0,30.0,1.5,COUPON,2025
2025-07-19,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-19,98,Roadport,PETROL,20.0,30.6,1.53,COUPON,2025
2025-07-19,121,Gweru,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-20,121,Gweru,DIESEL,60.0,87.6,1.46,COUPON,2025
2025-07-20,131,R Mugabe,DIESEL,20.0,29.4,1.47,COUPON,2025
2025-07-21,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-07-21,98,Roadport,PETROL,40.0,61.2,1.53,COUPON,2025
2025-07-21,121,Gweru,DIESEL,20.0,29.2,1.46,COUPON,2025
2025-07-21,121,Gweru,PETROL,40.0,60.0,1.5,COUPON,2025
2025-07-21,131,R Mugabe,DIESEL,20.0,29.4,1.47,COUPON,2025
2025-07-21,135,Cripps,PETROL,20.0,29.6,1.48,COUPON,2025
2025-07-22,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-22,98,Roadport,PETROL,20.0,30.6,1.53,COUPON,2025
2025-07-22,147,Chinhoyi Main,DIESEL,40.0,58.4,1.46,COUPON,2025
2025-07-22,148,Chegutu,DIESEL,80.0,117.6,1.47,COUPON,2025
2025-07-23,84,Avondale,PETROL,40.0,60.0,1.5,COUPON,2025
2025-07-23,96,Samora,PETROL,20.0,30.2,1.51,COUPON,2025
2025-07-23,98,Roadport,PETROL,20.0,30.6,1.53,COUPON,2025
2025-07-23,121,Gweru,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-25,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-07-25,84,Avondale,PETROL,60.0,90.0,1.5,COUPON,2025
2025-07-25,121,Gweru,DIESEL,60.0,87.6,1.46,COUPON,2025
2025-07-25,145,Sunway City,PETROL,20.0,30.2,1.51,COUPON,2025
2025-07-26,82,Runiville,PETROL,40.0,60.8,1.52,COUPON,2025
2025-07-26,88,Seke,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-26,96,Samora,PETROL,20.0,30.2,1.51,COUPON,2025
2025-07-26,121,Gweru,DIESEL,20.0,29.2,1.46,COUPON,2025
2025-07-26,121,Gweru,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-27,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-27,98,Roadport,PETROL,40.0,61.2,1.53,COUPON,2025
2025-07-27,121,Gweru,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-27,123,Fife Street,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-28,84,Avondale,PETROL,40.0,60.0,1.5,COUPON,2025
2025-07-29,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-07-29,102,Kirkman,DIESEL,40.0,58.0,1.45,COUPON,2025
2025-07-30,84,Avondale,PETROL,40.0,60.0,1.5,COUPON,2025
2025-07-30,92,Msasa,PETROL,20.0,30.8,1.54,COUPON,2025
2025-07-30,121,Gweru,DIESEL,120.0,175.2,1.46,COUPON,2025
2025-07-30,121,Gweru,PETROL,60.0,90.0,1.5,COUPON,2025
2025-07-31,84,Avondale,PETROL,40.0,60.0,1.5,COUPON,2025
2025-08-01,98,Roadport,DIESEL,20.0,29.6,1.48,COUPON,2025
2025-08-01,114,Kadoma,DIESEL,40.0,58.0,1.45,COUPON,2025
2025-08-01,121,Gweru,DIESEL,100.0,146.0,1.46,COUPON,2025
2025-08-01,121,Gweru,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-02,84,Avondale,DIESEL,20.0,30.0,1.5,COUPON,2025
2025-08-02,121,Gweru,DIESEL,20.0,29.2,1.46,COUPON,2025
2025-08-02,135,Cripps,PETROL,20.0,29.6,1.48,COUPON,2025
2025-08-03,88,Seke,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-03,121,Gweru,DIESEL,40.0,58.4,1.46,COUPON,2025
2025-08-04,84,Avondale,DIESEL,20.0,30.0,1.5,COUPON,2025
2025-08-04,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-04,88,Seke,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-04,121,Gweru,DIESEL,20.0,29.2,1.46,COUPON,2025
2025-08-04,149,Turnpike,PETROL,20.0,30.4,1.52,COUPON,2025
2025-08-05,131,R Mugabe,DIESEL,20.0,30.0,1.5,COUPON,2025
2025-08-06,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-08-07,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-07,98,Roadport,PETROL,20.0,30.8,1.54,COUPON,2025
2025-08-08,98,Roadport,PETROL,20.0,30.8,1.54,COUPON,2025
2025-08-09,88,Seke,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-09,96,Samora,PETROL,20.0,30.2,1.51,COUPON,2025
2025-08-09,98,Roadport,PETROL,40.0,61.6,1.54,COUPON,2025
2025-08-09,102,Kirkman,PETROL,20.0,30.4,1.52,COUPON,2025
2025-08-10,96,Samora,PETROL,20.0,30.2,1.51,COUPON,2025
2025-08-11,98,Roadport,PETROL,40.0,61.6,1.54,COUPON,2025
2025-08-12,92,Msasa,PETROL,20.0,31.0,1.55,COUPON,2025
2025-08-12,98,Roadport,PETROL,40.0,61.6,1.54,COUPON,2025
2025-08-12,102,Kirkman,PETROL,20.0,30.4,1.52,COUPON,2025
2025-08-13,96,Samora,PETROL,20.0,30.2,1.51,COUPON,2025
2025-08-13,121,Gweru,DIESEL,40.0,58.4,1.46,COUPON,2025
2025-08-14,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-08-14,88,Seke,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-14,98,Roadport,PETROL,20.0,30.8,1.54,COUPON,2025
2025-08-14,140,Mutare Second Street,PETROL,20.0,29.6,1.48,COUPON,2025
2025-08-15,98,Roadport,PETROL,20.0,30.8,1.54,COUPON,2025
2025-08-17,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-08-17,84,Avondale,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-17,92,Msasa,PETROL,20.0,31.0,1.55,COUPON,2025
2025-08-17,121,Gweru,DIESEL,80.0,116.8,1.46,COUPON,2025
2025-08-18,98,Roadport,PETROL,40.0,61.6,1.54,COUPON,2025
2025-08-19,121,Gweru,DIESEL,20.0,29.2,1.46,COUPON,2025
2025-08-19,148,Chegutu,DIESEL,20.0,29.4,1.47,COUPON,2025
2025-08-20,131,R Mugabe,DIESEL,20.0,30.0,1.5,COUPON,2025
2025-08-21,82,Runiville,PETROL,20.0,30.4,1.52,COUPON,2025
2025-08-21,86,Charter,PETROL,20.0,30.0,1.5,COUPON,2025
2025-08-21,121,Gweru,DIESEL,40.0,58.4,1.46,COUPON,2025
2024-12-18,139.0,Head Office,PETROL,0.00641,0.01,1.56,CARD,2024
2025-02-01,139.0,Head Office,DIESEL,0.006173,0.01,1.62,CARD,2025
2025-02-01,139.0,Head Office,PETROL,0.02564,0.04,1.56,CARD,2025
2025-02-26,139.0,Head Office,PETROL,0.00641,0.01,1.56,CARD,2025
2025-02-27,139.0,Head Office,DIESEL,0.012346,0.02,1.62,CARD,2025
2025-03-06,139.0,Head Office,DIESEL,0.006173,0.01,1.62,CARD,2025
2025-03-06,139.0,Head Office,PETROL,0.00641,0.01,1.56,CARD,2025
2025-03-07,139.0,Head Office,DIESEL,0.006173,0.01,1.62,CARD,2025
2025-03-07,139.0,Head Office,PETROL,0.01282,0.02,1.56,CARD,2025
2025-03-17,139.0,Head Office,PETROL,0.01282,0.02,1.56,CARD,2025
2025-03-19,139.0,Head Office,DIESEL,0.030865,0.05,1.62,CARD,2025
2025-03-19,139.0,Head Office,PETROL,0.03846,0.06,1.56,CARD,2025
2025-03-20,139.0,Head Office,DIESEL,0.006173,0.01,1.62,CARD,2025
2025-03-20,139.0,Head Office,PETROL,0.01282,0.02,1.56,CARD,2025
2025-03-28,139.0,Head Office,DIESEL,0.024692,0.04,1.62,CARD,2025
2025-03-28,139.0,Head Office,PETROL,0.00641,0.01,1.56,CARD,2025
2025-05-15,139.0,Head Office,PETROL,0.00641,0.01,1.56,CARD,2025
2024-10-29,MPOPOMA,MPOPOMA,PETROL,44.52,417613.68,9380.36,SWIPE,2024
2024-11-08,MPOPOMA,MPOPOMA,PETROL,13.69,123385.86,9012.85,SWIPE,2024
2024-11-10,MPOPOMA,MPOPOMA,PETROL,6.84,56947.32,8325.63,SWIPE,2024
2024-11-11,MPOPOMA,MPOPOMA,PETROL,28.77,265754.16,9237.2,SWIPE,2024
2025-01-03,MPOPOMA,MPOPOMA,DIESEL,26.31,249023.32,9464.97,SWIPE,2025
2025-01-03,MPOPOMA,MPOPOMA,PETROL,94.6,892174.68,9431.02,SWIPE,2025
2025-01-04,MPOPOMA,MPOPOMA,PETROL,20.0,189824.4,9491.22,SWIPE,2025
2025-01-05,MPOPOMA,MPOPOMA,PETROL,16.66,151859.52,9115.22,SWIPE,2025
2025-01-25,KADOMA,KADOMA,PETROL,14.58,129703.56,8895.99,SWIPE,2025
2025-01-26,KADOMA,KADOMA,DIESEL,189.65,1767365.46,9319.09,SWIPE,2025
2025-01-26,KADOMA,KADOMA,PETROL,12.5,111174.48,8893.96,SWIPE,2025
2025-02-04,KIRKMAN,KIRKMAN,PETROL,31.75,284858.69,8971.93,SWIPE,2025
2025-02-06,KIRKMAN,KIRKMAN,PETROL,142.83,1304836.58,9135.59,SWIPE,2025
2025-02-08,KADOMA,KADOMA,PETROL,2.77,18529.08,6689.2,SWIPE,2025
2025-02-09,KADOMA,KADOMA,PETROL,6.94,55587.24,8009.69,SWIPE,2025
2025-02-22,KADOMA,KADOMA,DIESEL,13.88,121564.82,8758.27,SWIPE,2025
2025-02-22,KADOMA,KADOMA,PETROL,27.77,250142.58,9007.66,SWIPE,2025
2025-03-18,MPOPOMA,MPOPOMA,DIESEL,13.69,124511.66,9095.08,SWIPE,2025
2025-03-21,MPOPOMA,MPOPOMA,PETROL,41.09,389140.02,9470.43,SWIPE,2025
2025-03-22,KADOMA,KADOMA,PETROL,44.75,407639.76,9109.27,SWIPE,2025
2025-03-22,MPOPOMA,MPOPOMA,PETROL,130.13,1233858.6,9481.74,SWIPE,2025
2025-03-24,KADOMA,KADOMA,PETROL,13.98,120439.02,8615.09,SWIPE,2025
2025-04-07,KADOMA,KADOMA,PETROL,6.99,55587.24,7952.39,SWIPE,2025
2025-04-11,KADOMA,KADOMA,DIESEL,104.89,972518.56,9271.79,SWIPE,2025
2025-04-11,KADOMA,KADOMA,PETROL,10.34,92645.4,8959.9,SWIPE,2025
2025-04-16,CRIPPS,CRIPPS,PETROL,37.67,339992.63,9025.55,SWIPE,2025
2025-04-19,MPOPOMA,MPOPOMA,PETROL,62.83,588455.64,9365.84,SWIPE,2025
2025-04-20,KADOMA,KADOMA,PETROL,6.89,55587.24,8067.81,SWIPE,2025
2025-04-21,KADOMA,KADOMA,PETROL,41.37,379846.14,9181.68,SWIPE,2025
2025-04-26,KADOMA,KADOMA,PETROL,8.27,74116.32,8962.07,SWIPE,2025
2025-04-27,KADOMA,KADOMA,PETROL,184.14,1704675.36,9257.5,SWIPE,2025
2025-05-04,KADOMA,KADOMA,DIESEL,51.74,476908.14,9217.4,SWIPE,2025
2025-05-04,KADOMA,KADOMA,PETROL,23.44,213084.42,9090.63,SWIPE,2025
2025-05-13,ROADPORT,ROADPORT,PETROL,50.67,459449.5,9067.49,SWIPE,2025
2025-05-17,CRIPPS,CRIPPS,PETROL,67.12,615662.33,9172.56,SWIPE,2025
2025-05-17,KADOMA,KADOMA,PETROL,6.89,55587.24,8067.81,SWIPE,2025
2025-05-18,KADOMA,KADOMA,DIESEL,100.41,935114.0,9312.96,SWIPE,2025
2025-05-19,KADOMA,KADOMA,PETROL,91.03,843073.14,9261.49,SWIPE,2025
2025-05-22,CHEGUTU,CHEGUTU,PETROL,179.1,1658352.66,9259.37,SWIPE,2025
2025-05-31,KADOMA,KADOMA,DIESEL,48.95,448854.72,9169.66,SWIPE,2025
2025-05-31,KADOMA,KADOMA,PETROL,43.3,389110.68,8986.39,SWIPE,2025
2025-06-01,KADOMA,KADOMA,PETROL,6.89,55587.24,8067.81,SWIPE,2025
2025-06-02,KADOMA,KADOMA,PETROL,15.86,138968.1,8762.18,SWIPE,2025
2025-06-13,CRIPPS,CRIPPS,PETROL,6.85,55133.94,8048.75,SWIPE,2025
2025-06-14,KADOMA,KADOMA,DIESEL,6.99,56106.84,8026.73,SWIPE,2025
2025-06-15,KADOMA,KADOMA,PETROL,27.58,250142.58,9069.71,SWIPE,2025
2025-06-16,KADOMA,KADOMA,PETROL,3.44,27793.62,8079.54,SWIPE,2025
2025-06-28,KADOMA,KADOMA,PETROL,48.27,444697.92,9212.72,SWIPE,2025
2025-06-29,KADOMA,KADOMA,DIESEL,20.39,187022.8,9172.28,SWIPE,2025
2025-06-29,KADOMA,KADOMA,PETROL,41.37,379846.14,9181.68,SWIPE,2025
2025-06-30,KADOMA,KADOMA,DIESEL,13.6,121564.82,8938.59,SWIPE,2025
2025-06-30,KADOMA,KADOMA,PETROL,12.41,111174.48,8958.46,SWIPE,2025
2025-07-12,KADOMA,KADOMA,DIESEL,20.39,187022.8,9172.28,SWIPE,2025
2025-07-12,KADOMA,KADOMA,PETROL,155.4,1436003.7,9240.69,SWIPE,2025
2025-07-13,KADOMA,KADOMA,DIESEL,23.8,215076.22,9036.82,SWIPE,2025
2025-07-13,KADOMA,KADOMA,PETROL,67.56,620724.18,9187.75,SWIPE,2025
2025-07-14,KADOMA,KADOMA,DIESEL,4.08,37404.56,9167.78,SWIPE,2025
2025-07-14,KADOMA,KADOMA,PETROL,13.51,120439.02,8914.81,SWIPE,2025
2025-07-26,KADOMA,KADOMA,DIESEL,43.91,402099.02,9157.35,SWIPE,2025
2025-07-26,KADOMA,KADOMA,PETROL,33.33,305729.82,9172.81,SWIPE,2025
2025-07-27,KADOMA,KADOMA,DIESEL,30.4,280534.2,9228.1,SWIPE,2025
2025-07-27,KADOMA,KADOMA,PETROL,8.66,74116.32,8558.47,SWIPE,2025
2025-07-28,KADOMA,KADOMA,PETROL,26.66,240878.04,9035.19,SWIPE,2025
2025-08-09,KADOMA,KADOMA,PETROL,25.33,231613.5,9143.84,SWIPE,2025
2025-08-10,KADOMA,KADOMA,DIESEL,35.0,327289.9,9351.14,SWIPE,2025
2025-08-10,KADOMA,KADOMA,PETROL,53.33,491020.62,9207.21,SWIPE,2025
2025-08-11,CRIPPS,CRIPPS,PETROL,27.02,248102.73,9182.19,SWIPE,2025
2025-08-11,KADOMA,KADOMA,DIESEL,128.37,1196945.92,9324.19,SWIPE,2025
2025-08-11,KADOMA,KADOMA,PETROL,25.33,231613.5,9143.84,SWIPE,2025
2025-08-12,KADOMA,KADOMA,PETROL,23.33,213084.42,9133.49,SWIPE,2025
2025-02-24,139,Head Office,PETROL,0.00641025641025641,0.01,156.0,CASH,2025
2025-03-06,139,Head Office,DIESEL,0.012345679012345678,0.02,162.0,CASH,2025
2025-03-06,139,Head Office,PETROL,0.01282051282051282,0.02,156.0,CASH,2025
2025-03-07,139,Head Office,DIESEL,0.006172839506172839,0.01,162.0,CASH,2025
2025-03-17,139,Head Office,PETROL,0.00641025641025641,0.01,156.0,CASH,2025
2025-03-19,139,Head Office,DIESEL,0.012345679012345678,0.02,162.0,CASH,2025
2025-03-19,139,Head Office,PETROL,0.02564102564102564,0.04,156.0,CASH,2025
2025-03-20,139,Head Office,DIESEL,23.24691358024691,37.66,162.0,CASH,2025
2025-03-20,139,Head Office,PETROL,0.6474358974358975,1.01,156.0,CASH,2025
2025-03-28,139,Head Office,DIESEL,0.037037037037037035,0.06,162.0,CASH,2025
2025-03-28,139,Head Office,PETROL,0.01282051282051282,0.02,156.0,CASH,2025
2025-04-18,139,Head Office,DIESEL,0.024691358024691357,0.04,162.0,CASH,2025
2025-04-18,139,Head Office,PETROL,0.03205128205128205,0.05,156.0,CASH,2025
2025-08-15,139,Head Office,PETROL,0.06410256410256411,0.1,156.0,CASH,2025
